"","n","V2"
"1795",1517,84
"1796",1518,26
"1797",1519,49
"1798",1520,38
"1799",1521,14
"1800",1522,26
"1801",1523,61
"1802",1524,2
"1803",1525,14
"1804",1526,38
"1805",1527,26
"1806",1528,26
"1807",1529,50
"1808",1530,61
"1809",1531,37
"1810",1532,2
"1811",1532,50
"1812",1533,61
"1813",1534,16
"1814",1534,37
"1815",1535,16
"1816",1536,26
"1817",1537,37
"1818",1538,61
"1819",1539,14
"1820",1540,4
"1821",1541,28
"1822",1542,37
"1823",1543,37
"1824",1544,2
"1825",1545,26
"1826",1546,60
"1827",1546,72
"1828",1547,49
"1829",1548,72
"1830",1548,84
"1831",1549,49
"1832",1550,61
"1833",1551,49
"1834",1552,50
"1835",1553,28
"1836",1554,26
"1837",1555,26
"1838",1556,50
"1839",1557,49
"1840",1558,49
"1841",1558,61
"1842",1559,38
"1843",1560,25
"1844",1560,37
"1845",1561,61
"1846",1562,4
"1847",1563,61
"1848",1564,49
"1849",1565,4
"1850",1566,14
"1851",1566,28
"1852",1567,50
"1853",1568,72
"1854",1569,61
"1855",1570,16
"1856",1571,4
"1857",1571,84
"1858",1572,72
"1859",1573,37
"1860",1574,16
"1861",1575,26
"1862",1576,26
"1863",1576,50
"1864",1577,27
"1865",1578,14
"1866",1579,26
"1867",1580,28
"1868",1581,4
"1869",1582,14
"1870",1583,26
"1871",1584,49
"1872",1585,61
"1873",1586,50
"1874",1587,61
"1875",1588,37
"1876",1588,49
"1877",1589,61
"1878",1590,72
"1879",1591,4
"1880",1591,39
"1881",1592,49
"1882",1593,25
"1883",1594,50
"1884",1595,39
"1885",1596,50
"1886",1597,28
"1887",1598,28
"1888",1599,26
"1889",1599,49
"1890",1600,28
"1891",1600,61
"1892",1601,2
"1893",1601,61
"1894",1602,28
"1895",1602,61
"1896",1603,61
"1897",1604,28
"1898",1605,84
"1899",1606,2
"1900",1607,37
"1901",1608,38
"1902",1609,28
"1903",1610,26
"1904",1611,14
"1905",1612,25
"1906",1613,50
"1907",1614,2
"1908",1615,61
"1909",1616,37
"1910",1617,49
"1911",1618,49
"1912",1619,49
"1913",1620,50
"1914",1621,49
"1915",1622,50
"1916",1623,49
"1917",1623,61
"1918",1624,37
"1919",1625,61
"1920",1626,4
"1921",1627,61
"1922",1628,14
"1923",1628,50
"1924",1629,28
"1925",1630,49
"1926",1631,49
"1927",1632,61
"1928",1633,28
"1929",1634,2
"1930",1635,61
"1931",1636,28
"1932",1637,38
"1933",1638,27
"1934",1639,61
"1935",1639,72
"1936",1640,28
"1937",1641,50
"1938",1642,38
"1939",1643,61
"1940",1644,28
"1941",1645,84
"1942",1646,25
"1943",1646,72
"1944",1647,37
"1945",1648,50
"1946",1649,14
"1947",1650,61
"1948",1651,37
"1949",1652,2
"1950",1653,50
"1951",1654,4
"1952",1655,83
"1953",1656,49
"1954",1657,49
"1955",1658,38
"1956",1659,49
"1957",1660,26
"1958",1660,61
"1959",1661,61
"1960",1662,60
"1961",1663,2
"1962",1664,84
"1963",1665,26
"1964",1665,49
"1965",1666,26
"1966",1666,39
"1967",1667,14
"1968",1667,26
"1969",1668,2
"1970",1668,49
"1971",1669,26
"1972",1670,4
"1973",1670,49
"1974",1671,61
"1975",1672,38
"1976",1673,25
"1977",1674,49
"1978",1674,61
"1979",1675,28
"1980",1676,38
"1981",1677,26
"1982",1678,50
"1983",1679,50
"1984",1680,49
"1985",1681,49
"1986",1682,37
"1987",1683,26
"1988",1684,49
"1989",1685,72
"1990",1686,49
"1991",1687,37
"1992",1687,49
"1993",1687,61
"1994",1688,37
"1995",1689,61
"1996",1690,50
"1997",1691,37
"1998",1692,37
"1999",1693,61
"2000",1694,26
"2001",1695,37
"2002",1696,84
"2003",1697,14
"2004",1697,50
"2005",1698,26
"2006",1699,61
"2007",1700,28
"2008",1701,84
"2009",1702,2
"2010",1702,28
"2011",1703,4
"2012",1703,37
"2013",1703,38
"2014",1704,26
"2015",1705,61
"2016",1706,4
"2017",1707,37
"2018",1708,61
"2019",1709,26
"2020",1710,2
"2021",1711,61
"2022",1712,38
"2023",1713,61
"2024",1714,49
"2025",1715,4
"2026",1716,84
"2027",1717,4
"2028",1718,27
"2029",1718,38
"2030",1718,61
"2031",1719,49
"2032",1720,84
"2033",1721,25
"2034",1722,37
"2035",1723,2
"2036",1723,26
"2037",1724,16
"2038",1724,38
"2039",1725,61
"2040",1726,15
"2041",1727,26
"2042",1728,28
"2043",1729,61
"2044",1730,28
"2045",1731,61
"2046",1732,60
"2047",1733,49
"2048",1734,37
"2049",1735,49
"2050",1736,14
"2051",1736,26
"2052",1736,37
"2053",1737,49
"2054",1738,4
"2055",1739,26
"2056",1740,4
"2057",1740,14
"2058",1741,26
"2059",1742,26
"2060",1742,49
"2061",1743,61
"2062",1744,15
"2063",1745,61
"2064",1746,26
"2065",1747,26
"2066",1747,61
"2067",1748,14
"2068",1749,61
"2069",1750,38
"2070",1751,61
"2071",1752,15
"2072",1753,13
"2073",1753,72
"2074",1754,49
"2075",1755,2
"2076",1756,61
"2077",1756,84
"2078",1757,37
"2079",1758,50
"2080",1759,37
"2081",1760,61
"2082",1761,15
"2083",1762,14
"2084",1763,72
"2085",1764,4
"2086",1765,4
"2087",1766,72
"2088",1767,61
"2089",1768,49
"2090",1769,4
"2091",1769,49
"2092",1770,49
"2093",1771,26
"2094",1772,14
"2095",1772,28
"2096",1773,49
"2097",1774,28
"2098",1775,61
"2099",1776,4
"2100",1776,49
"2101",1776,61
"2102",1777,50
"2103",1778,26
"2104",1779,14
"2105",1779,26
"2106",1780,50
"2107",1781,49
"2108",1782,4
"2109",1782,14
"2110",1782,38
"2111",1783,50
"2112",1784,50
"2113",1785,26
"2114",1786,4
"2115",1786,61
"2116",1787,37
"2117",1788,61
"2118",1789,49
"2119",1790,60
"2120",1791,39
"2121",1792,49
"2122",1793,28
"2123",1794,84
"2124",1795,49
"2125",1796,37
"2126",1796,71
"2127",1796,84
"2128",1797,49
"2129",1798,61
"2130",1799,26
"2131",1799,50
"2132",1800,4
"2133",1800,28
"2134",1801,27
"2135",1801,50
"2136",1802,39
"2137",1803,2
"2138",1803,26
"2139",1803,28
"2140",1804,61
"2141",1805,2
"2142",1806,50
"2143",1807,28
"2144",1808,26
"2145",1809,4
"2146",1810,37
"2147",1811,2
"2148",1812,38
"2149",1813,26
"2150",1814,2
"2151",1814,25
"2152",1815,14
"2153",1816,26
"2154",1817,49
"2155",1818,26
"2156",1819,38
"2157",1820,26
"2158",1821,61
"2159",1822,26
"2160",1822,61
"2161",1823,4
"2162",1824,37
"2163",1825,14
"2164",1826,38
"2165",1826,49
"2166",1827,26
"2167",1828,14
"2168",1829,61
"2169",1830,26
"2170",1831,28
"2171",1832,37
"2172",1833,61
"2173",1834,37
"2174",1835,83
"2175",1836,2
"2176",1837,28
"2177",1838,72
"2178",1839,37
"2179",1840,26
"2180",1841,84
"2181",1842,26
"2182",1843,25
"2183",1844,72
"2184",1845,37
"2185",1846,2
"2186",1847,61
"2187",1848,37
"2188",1849,28
"2189",1850,4
"2190",1851,61
"2191",1852,27
"2192",1853,61
"2193",1854,38
"2194",1855,25
"2195",1856,26
"2196",1857,26
"2197",1858,37
"2198",1859,61
"2199",1860,25
"2200",1860,37
"2201",1860,61
"2202",1861,2
"2203",1862,25
"2204",1862,37
"2205",1862,49
"2206",1863,50
"2207",1864,37
"2208",1865,49
"2209",1866,14
"2210",1867,37
"2211",1868,84
"2212",1869,2
"2213",1869,14
"2214",1870,61
"2215",1871,26
"2216",1872,28
"2217",1873,26
"2218",1874,61
"2219",1875,14
"2220",1875,15
"2221",1876,37
"2222",1877,26
"2223",1877,61
"2224",1878,4
"2225",1878,16
"2226",1879,49
"2227",1880,14
"2228",1881,84
"2229",1882,37
"2230",1883,4
"2231",1884,49
"2232",1885,84
"2233",1886,50
"2234",1887,72
"2235",1888,2
"2236",1888,61
"2237",1889,50
"2238",1890,49
"2239",1891,26
"2240",1892,26
"2241",1893,2
"2242",1894,39
"2243",1895,49
"2244",1896,84
"2245",1897,26
"2246",1898,4
"2247",1898,26
"2248",1899,27
"2249",1900,50
"2250",1901,49
"2251",1902,37
"2252",1903,14
"2253",1904,61
"2254",1905,49
"2255",1906,84
"2256",1907,49
"2257",1908,26
"2258",1909,49
"2259",1910,26
"2260",1911,61
"2261",1912,26
"2262",1913,49
"2263",1914,25
"2264",1915,50
"2265",1916,95
"2266",1917,26
"2267",1918,4
"2268",1919,50
"2269",1920,61
"2270",1921,16
"2271",1922,25
"2272",1923,14
"2273",1924,38
"2274",1925,16
"2275",1925,49
"2276",1926,25
"2277",1927,28
"2278",1928,14
"2279",1929,37
"2280",1930,50
"2281",1931,50
"2282",1932,61
"2283",1933,2
"2284",1933,49
"2285",1934,2
"2286",1935,26
"2287",1936,2
"2288",1936,14
"2289",1936,25
"2290",1936,28
"2291",1937,14
"2292",1937,28
"2293",1937,50
"2294",1938,4
"2295",1939,25
"2296",1940,14
"2297",1941,26
"2298",1941,49
"2299",1942,61
"2300",1943,37
"2301",1943,49
"2302",1944,2
"2303",1945,16
"2304",1946,50
"2305",1947,26
"2306",1947,49
"2307",1948,3
"2308",1949,84
"2309",1950,72
"2310",1951,28
"2311",1952,4
"2312",1953,61
"2313",1954,2
"2314",1955,95
"2315",1956,49
"2316",1957,38
"2317",1957,50
"2318",1958,2
"2319",1959,37
"2320",1959,61
"2321",1960,37
"2322",1961,49
"2323",1962,37
"2324",1963,2
"2325",1964,38
"2326",1965,26
"2327",1966,25
"2328",1967,13
"2329",1967,25
"2330",1967,84
"2331",1968,4
"2332",1968,26
"2333",1969,4
"2334",1970,72
"2335",1971,72
"2336",1972,4
"2337",1973,49
"2338",1973,61
"2339",1974,4
"2340",1974,37
"2341",1974,61
"2342",1975,2
"2343",1976,49
"2344",1977,14
"2345",1977,38
"2346",1978,61
"2347",1979,72
"2348",1980,61
"2349",1981,61
"2350",1982,61
"2351",1983,16
"2352",1983,26
"2353",1984,61
"2354",1985,49
"2355",1986,38
"2356",1987,37
"2357",1987,61
"2358",1988,28
"2359",1988,49
"2360",1989,2
"2361",1989,50
"2362",1990,14
"2363",1991,50
"2364",1992,16
"2365",1993,37
"2366",1994,49
"2367",1994,61
"2368",1995,49
"2369",1996,26
"2370",1996,49
"2371",1997,25
"2372",1998,4
"2373",1998,26
"2374",1998,61
"2375",1999,2
"2376",1999,50
"2377",2000,38
